motif_index_0based,motif_id,motif_title,motif_gloss,description_present,tradition_frequency,tradition_prevalence
1299,k43c_10,Dog unfastens children,Abandoned children are tied to a tree. Helpful dog or other animal unfastens them,True,9,0.009719222462203024
1300,k44_10,False parent,"Spirit or animal person steals a boy, tells him that she or he is his real mother or father. The boy gets to know the truth, leaves the false parent",True,37,0.03995680345572354
1301,k44a_10,Frog pretends to be mother,"An amphibian (frog, toad, rare newt) steals or finds a boy, lies him that she is his real mother",True,15,0.016198704103671708
1302,k44b_10,k44b_10,,False,7,0.00755939524838013
1303,k45_7,Sedna (fingers cut off),"A man throws a woman into the water. She tries to snatch at something, he cuts her fingers off. Usually the woman or/and the cut off fingers turn into water creatures",True,12,0.012958963282937365
1304,k46_10,Woman throws herself into the ocean,"Giving way to a burst of horror or shame, woman or girl runs to the ocean, throws herself into the water or remains on the beach. Her husband or suitor pursues but cannot catch her",True,8,0.008639308855291577
1305,k47a_5,A woman and a dog,"A woman takes a dog paramour, marries him, gives birth to his children. The puppies turn into human children and usually become ancestors of some groups of people",True,80,0.08639308855291576
1306,k47b_9,Dog turns into handsome man,A girl marries a handsome man whom she had first seen in guise of a dog,True,20,0.02159827213822894
1307,k47c_7,Origin of dogs,"A woman marries a dog, gives birth to the ancestors of present dogs who are people's helpers and friends",True,3,0.0032397408207343412
1308,k47d_10,Dog fulfills conditions of marriage,A girl marries a dog because only the dog fulfilled the condition of marriage put by the girl's father,True,10,0.01079913606911447
1309,k48_10,Singing bird of the hero,"Hero has or obtains an unusual bird. An imposter steals it, takes the hero’s place but the bird is mute or cries differently. The hero returns, his bird sings again",True,22,0.023758099352051837
1310,k48a_10,Birds decorate hero’s attire,"Alive birds and beasts decorate hero's costume and headgear. Imposter steals hero's attire, takes his place but the birds and beasts are mute or cry differently",True,11,0.011879049676025918
1311,k49_10,Dead mother returns to nurse her baby,Dead or driven away woman returns to the human world to her baby that needs mother's care,True,40,0.04319654427645788
1312,k50_10,False wife beheads enemy,A man disguised as a woman comes to his enemy and kills him at night (usually cuts off and carries away his head),True,21,0.02267818574514039
1313,k51_10,The deceived wife,"A Man disappears or goes away for long time. His wife sets off, comes to a house where her husband lives now or first sends her son there. She gets to know that he has married another woman",True,31,0.03347732181425486
1314,k51a_10,Pushes into a boiling pot,The abandoned wife comes to the new one when the husband is not at home. She kills her rival pushing her head into boiling liquid or pouring it into her ear,True,12,0.012958963282937365
1315,k52_10,Rescue from the sea bottom,"When a woman or a lad comes to the sea bank, she or he is carried away by sea predators (killer-whales, sharks, swordfish). Man descends to the bottom and rescues the woman or lad using his shaman's power",True,13,0.014038876889848811
1316,k52a_10,Slave pours water on fireplace,"A man descends to the bottom of the sea to rescue his wife. He makes arrangements with a slave who pours water on fireplace producing steam. Hidden behind the steam, the man escapes with his wife",True,8,0.008639308855291577
1317,k52b_10,Broken adze,A man comes to the non-human beings to get a woman. He secures the help of a slave repairing his adze or axe,True,9,0.009719222462203024
1318,k53_10,Animal skins as metamorphosis amulets,Person temporarily turns into a bird or an animal putting on corresponding skin or animal skins are amulets that become alive and help the person,True,21,0.02267818574514039
1319,k54_10,Two giants,"A man meets a dangerous giant (or serpent) who proves to be friendly to him. When another giant fights with the first one, the man helps his friend",True,28,0.03023758099352052
1320,k54a_10,Cut tendons,A man and a friendly giant live together. The friendly giant fights with another one and asks the man for help. This help proves to be crucial because the man badly injures a foot of another giant,True,14,0.01511879049676026
1321,k55_10,Chastity rewarded,A powerful supernatural wants to check if his guest made love with his wife or daughter. The person is impotent or (successfully pretends to be) chaste and is rewarded or at least gets no harm. Usually the same episodes repeats with another person who is dissolute or unable to control himself. This person is punished,True,13,0.014038876889848811
1322,k56_10,(Kind and unkind girls,"A girl or a woman meets powerful person, behaves herself in a right way and is successful. Another (or two others) behaves in a wrong way and suffers a reverse (is punished or not rewarded). Rare: the protagonists are a stepchild and a family child of different sex",True,153,0.1652267818574514
1323,k56a_10,"The unworthy girl fails, the worthy one succeeds","Two or three sisters are sent in succession to powerful person. The first or the first and the second sister behave in a wrong way, perish or do not succeed. The last one behaves correctly, gets a reward",True,40,0.04319654427645788
1324,k56aa_10,The dog tests his bride,"Two or three girls in succession become brides of the dog. The first one or two act in a wrong way, perish or do not succeed. The last one behaves correctly, gets a reward",True,5,0.005399568034557235
1325,k56a1_10,Mother-in-law helps the girl to fulfill a task,"Coming to powerful man, a girl must make work that she is unable to do. His mother makes the work for her, and she marries the man",True,5,0.005399568034557235
1326,k56a2_10,"If asked to do in a bad way, do otherwise","Person (usually a girl) gets to the powerful person (usually an old woman) who asks her to act in a strange and harsh way (to put room in disorder, to bring unclean water, and the like). The person does not according to order but in a rationale and polite way and is recompensed. Another person acts according to the direct sense of the words and is punished",True,20,0.02159827213822894
1327,k56a3_10,Not to fix laces on clothes and shoes,"Though laces on her clothes or shoes get loose, a girl on her way to the powerful persons or back should not tie them up",True,6,0.0064794816414686825
1328,k56a4_10,Dog the messenger,"When the kind girl returns home, a dog barks saying that everything is well with her and when the unkind girl returns (or her dead body is brought home), the dog barks that everything is bad",True,19,0.020518358531317494
1329,k56a4a_10,k56a4a_10,,False,5,0.005399568034557235
1330,k56a5_10,Old woman becomes a young beauty,An old or ugly woman is transformed into a young beauty. Usually another old woman tries to imitate her but dies or suffers a reverse,True,15,0.016198704103671708
1331,k56a6_10,Food asks to be eaten,On the way to the non-human world objects ask a child to taste certain food or to fulfill some work. The child does what was asked and is rewarded,True,12,0.012958963282937365
1332,k56a7_10,Strawberries under the snow,In the winter time a girl (rare: a boy) is sent to bring something that is available only in summer. She brings it,True,19,0.020518358531317494
1333,k56a8_10,Swallowed by boa,A girl marries an animal or brings an animal to her home that turns into a handsome man. Her sister or friend tries to do the same but perishes or suffers a reverse,True,13,0.014038876889848811
1334,k56a8a_10,Kind girl returns with a handsome man,"One girl goes to the other world, acts correctly and brings back an animal or a box with a handsome man inside. Another girl acts wrongly and suffers a reverse",True,6,0.0064794816414686825
1335,k56b_10,"The worthy man is rewarded, the unworthy punished","First one, then another man meets a powerful person or persons. The first man is worthy and rewarded with treasure, prestige or the like. The second man (or two men) follows him, behaves in a wrong way and is punished",True,178,0.19222462203023757
